time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-08-05T02:39:38.450Z,36.35316667,-97.35933333,5.24,0.83,ml,22,109,0.098080753,0.23,ok,ok2020pgrm,2020-08-06T15:38:27.591Z,"9 km NW of Perry, Oklahoma",earthquake,,1.2,0.28,5,reviewed,ok,ok
2020-08-05T02:35:13.321Z,3.2229,127.9634,131.41,4,mb,,120,2.506,0.88,us,us6000bcnw,2020-08-26T01:03:52.040Z,"165 km N of Tobelo, Indonesia",earthquake,11.1,10.9,0.196,7,reviewed,us,us
2020-08-05T02:32:13.380Z,66.3417,-157.3885,7.6,1,ml,,,,0.64,ak,ak020a0kjet9,2020-08-21T20:23:59.655Z,"61 km S of Shungnak, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-08-05T02:27:59.347Z,52.5398,-164.996,43.9,2.1,ml,,,,0.1,ak,ak020a0kifry,2020-08-21T20:27:24.243Z,"180 km SE of Unalaska, Alaska",earthquake,,8.7,,,reviewed,ak,ak
2020-08-05T02:23:55.390Z,40.6118333,-111.3276667,1.31,0.31,md,7,113,0.05559,0.03,uu,uu60404852,2020-08-05T15:09:22.840Z,"3 km W of Francis, Utah",earthquake,0.37,3.73,0.175,7,reviewed,uu,uu
2020-08-05T02:20:59.554Z,-28.3128,-176.4362,10,5,mb,,71,1.606,0.46,us,us6000b9hw,2020-08-26T00:56:02.040Z,Kermadec Islands region,earthquake,9.2,1.8,0.08,50,reviewed,us,us
2020-08-05T02:17:17.996Z,59.6128,-135.9294,4.8,1.9,ml,,,,0.55,ak,ak020a0kg7f8,2020-08-21T20:23:59.124Z,"13 km NE of Mosquito Lake, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-08-05T02:14:20.890Z,33.5005,-116.6936667,11.01,0.36,ml,19,82,0.02402,0.08,ci,ci39330903,2020-08-05T18:02:26.280Z,"6km SSW of Anza, CA",earthquake,0.18,0.29,0.153,3,reviewed,ci,ci
2020-08-05T02:04:53.066Z,60.4605,-142.7735,1.8,1.7,ml,,,,0.59,ak,ak020a0kdhra,2020-08-21T20:23:58.590Z,"108 km S of McCarthy, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-08-05T01:55:37.550Z,38.8139992,-122.8203354,2.75,1.02,md,16,91,0.008601,0.02,nc,nc73438396,2020-08-05T02:46:05.447Z,"7km NW of The Geysers, CA",earthquake,0.36,0.52,0.06,3,automatic,nc,nc
2020-08-05T01:53:52.185Z,-15.4626,167.6711,130.35,4.9,mb,,60,0.451,1.24,us,us6000b9hf,2020-08-25T23:46:23.040Z,"54 km E of Luganville, Vanuatu",earthquake,9,2.5,0.101,31,reviewed,us,us
2020-08-05T01:51:09.230Z,44.5116667,-110.1953333,4.47,1.39,md,8,113,0.05248,0.09,uu,uu60023309,2020-08-05T14:40:31.930Z,"57 km SSW of Silver Gate, Montana",earthquake,0.4,0.59,0.171,5,reviewed,uu,uu
2020-08-05T01:50:54.750Z,44.503,-110.2325,3.75,0.83,md,4,261,0.02762,0.03,uu,uu60404847,2020-08-05T14:56:31.030Z,"59 km SSW of Silver Gate, Montana",earthquake,2.7,0.9,0.67,3,reviewed,uu,uu
2020-08-05T01:47:09.520Z,17.8721,-66.8978,12,2.29,md,14,246,0.1047,0.17,pr,pr2020218004,2020-08-13T09:28:25.123Z,"11 km S of Guánica, Puerto Rico",earthquake,0.74,0.5,0.12,6,reviewed,pr,pr
2020-08-05T01:43:28.590Z,38.8416672,-122.8263321,2.23,0.57,md,7,123,0.007782,0.02,nc,nc73438391,2020-08-05T01:59:03.152Z,"9km WNW of Cobb, CA",earthquake,0.35,1.21,,1,automatic,nc,nc
2020-08-05T01:39:44.751Z,63.5234,-149.9448,117.6,2.8,ml,,,,0.44,ak,ak020a0jzjlj,2020-08-25T23:19:08.040Z,"51 km WNW of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-08-05T01:31:58.510Z,55.1852,-159.4883,27.9,1.9,ml,,,,0.31,ak,ak020a0jxuyz,2020-08-21T20:22:16.474Z,"66 km ESE of Sand Point, Alaska",earthquake,,7.1,,,reviewed,ak,ak
2020-08-05T01:30:08.887Z,9.0505,126.2063,55.34,4.7,mb,,91,2.063,0.63,us,us6000bcnu,2020-08-25T23:11:14.040Z,"3 km SSE of Tandag, Philippines",earthquake,9.5,3.3,0.09,38,reviewed,us,us
2020-08-05T01:30:06.020Z,33.6676667,-116.6333333,11.31,0.35,ml,17,149,0.03377,0.09,ci,ci39330863,2020-08-05T18:16:01.165Z,"11km SE of Idyllwild, CA",earthquake,0.26,0.34,0.104,8,reviewed,ci,ci
2020-08-05T01:28:31.870Z,38.8418333,-122.7651667,2.13,0.33,md,10,205,0.006391,0.04,nc,nc73438386,2020-08-05T07:47:03.437Z,"4km WNW of Cobb, CA",earthquake,0.81,0.33,,1,reviewed,nc,nc
2020-08-05T01:23:01.853Z,59.1215,-152.4694,65.7,1.5,ml,,,,0.27,ak,ak020a0jw0tc,2020-08-25T15:51:57.703Z,"40 km SW of Nanwalek, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-08-05T01:21:43.775Z,37.4754,-103.8589,5,1.5,ml,,89,0.553,0.52,us,us6000ba52,2020-08-07T16:01:18.040Z,"50 km N of Branson, Colorado",earthquake,1.2,1.9,0.105,12,reviewed,us,us
2020-08-05T01:19:05.640Z,37.5685,-118.8468333,3.09,1.19,md,22,167,0.02569,0.03,nc,nc73438381,2020-08-05T20:05:04.380Z,"14km ESE of Mammoth Lakes, CA",earthquake,0.26,0.31,0.174,19,reviewed,nc,nc
2020-08-05T01:08:36.560Z,37.2491667,-121.6283333,3.17,1.02,md,24,58,0.03705,0.07,nc,nc73438376,2020-08-05T06:15:04.691Z,"13km N of Morgan Hill, CA",earthquake,0.16,0.43,0.192,20,reviewed,nc,nc
2020-08-05T01:02:45.636Z,54.7076,-161.1692,21.5,1.6,ml,,,,0.35,ak,ak020a0jrm52,2020-08-21T20:22:15.525Z,"82 km SSW of Sand Point, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-08-05T01:01:24.576Z,-24.1379,-175.4365,10,5,mb,,96,7.185,0.94,us,us6000b9h2,2020-08-25T22:53:53.040Z,south of Tonga,earthquake,10.1,1.8,0.087,42,reviewed,us,us
2020-08-05T00:57:54.376Z,38.1535,-117.947,10.7,1.9,ml,23,60.11,0.018,0.1001,nn,nn00765699,2020-08-05T20:22:40.778Z,"29 km SSE of Mina, Nevada",earthquake,,0.6,0.4,10,reviewed,nn,nn
2020-08-05T00:51:49.580Z,17.9661,-66.8506,16,2.47,md,23,183,0.03,0.31,pr,pr2020218003,2020-08-13T09:25:53.339Z,"4 km ESE of Maria Antonia, Puerto Rico",earthquake,0.73,0.55,0.39,18,reviewed,pr,pr
2020-08-05T00:48:04.290Z,38.8293343,-122.8116684,2.07,0.94,md,25,40,0.00606,0.02,nc,nc73438371,2020-08-05T01:03:06.565Z,"8km NW of The Geysers, CA",earthquake,0.19,0.38,0.07,5,automatic,nc,nc
2020-08-05T00:47:20.214Z,57.392,-154.4642,59.6,2.2,ml,,,,0.32,ak,ak020a0jfrul,2020-08-21T20:22:15.028Z,"19 km S of Karluk, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2020-08-05T00:47:15.860Z,38.155,-118.0035,5.4,0.8,ml,11,143.46,0.033,0.02,nn,nn00765696,2020-08-05T00:52:46.632Z,"27 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-08-05T00:46:24.456Z,54.6289,-161.1588,26.7,2.8,ml,,199,0.661,0.38,us,us6000bipd,2020-08-23T22:20:07.040Z,"88 km ESE of King Cove, Alaska",earthquake,2.6,9.5,0.105,12,reviewed,us,us
2020-08-05T00:42:17.440Z,31.6216667,-116.1815,12.43,2.23,ml,7,178,0.4098,0.14,ci,ci39330839,2020-08-05T17:56:38.970Z,"38km ESE of Maneadero, B.C., MX",earthquake,0.54,1.79,0.11,13,reviewed,ci,ci
2020-08-05T00:38:17.930Z,38.0912,-117.9887,15.5,0.9,ml,8,187.49,0.026,0.06,nn,nn00765694,2020-08-05T00:41:46.654Z,"34 km SSE of Mina, Nevada",earthquake,,2.8,,,automatic,nn,nn
2020-08-05T00:38:12.277Z,60.2533,-152.5692,101.2,1.3,ml,,,,0.24,ak,ak020a0jdtsd,2020-08-21T20:22:14.001Z,"54 km WNW of Ninilchik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-08-05T00:36:49.840Z,38.2,-117.8412,2.6,1.5,ml,12,108.16,0.039,0.1,nn,nn00765691,2020-08-05T00:40:26.659Z,"31 km SE of Mina, Nevada",earthquake,,1.6,,,automatic,nn,nn
2020-08-05T00:36:12.941Z,60.399,-152.5271,110.3,1.3,ml,,,,0.25,ak,ak020a0jdejh,2020-08-21T20:22:13.454Z,"61 km NW of Ninilchik, Alaska",earthquake,,1,,,reviewed,ak,ak
2020-08-05T00:33:04.370Z,58.2185,-155.1598333,3.42,-0.46,ml,6,172,,0.13,av,av91001698,2020-08-06T21:46:26.980Z,"83 km NNW of Karluk, Alaska",earthquake,0.77,3,0.308464564,6,reviewed,av,av
2020-08-05T00:28:39.965Z,11.0656,121.87,37.02,4.4,mb,,128,9.948,0.62,us,us6000bcnx,2020-08-12T23:47:28.040Z,"19 km W of Guisijan, Philippines",earthquake,11.3,8.4,0.12,20,reviewed,us,us
2020-08-05T00:12:53.074Z,66.3362,-157.3225,6.6,1.2,ml,,,,0.42,ak,ak020a0j8cdc,2020-08-21T20:22:12.924Z,"62 km S of Shungnak, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-08-05T00:02:06.570Z,19.48116684,-155.5758362,-1.659999967,1.93,ml,8,122,,0.170000002,hv,hv72075616,2020-08-05T00:07:37.400Z,"30 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.62,0.610000014,0.13,3,automatic,hv,hv
2020-08-04T23:58:47.193Z,50.8385,-179.9815,10,2.6,ml,,258,0.704,0.29,us,us6000bhen,2020-08-20T20:58:27.040Z,"260 km WSW of Adak, Alaska",earthquake,2.5,1.8,0.148,6,reviewed,us,us
2020-08-04T23:57:22.942Z,54.8367,-160.3873,22,1.6,ml,,,,0.51,ak,ak0209z9njn7,2020-08-19T20:59:48.970Z,"56 km S of Sand Point, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-08-04T23:55:28.020Z,35.7141667,-117.5506667,2.5,1.11,ml,28,64,0.1464,0.14,ci,ci39330799,2020-08-06T00:25:37.966Z,"14km WSW of Searles Valley, CA",earthquake,0.16,0.78,0.121,12,reviewed,ci,ci
2020-08-04T23:52:25.710Z,33.2263333,-116.7403333,11.18,0.58,ml,25,59,0.0182,0.16,ci,ci39330791,2020-08-06T00:21:55.014Z,"3km SE of Lake Henshaw, CA",earthquake,0.24,0.53,0.192,10,reviewed,ci,ci
2020-08-04T23:51:11.030Z,-1.7797,100.1815,48.42,5.1,mb,,119,2.26,0.86,us,us6000b9gc,2020-08-12T04:52:43.040Z,"93 km SSW of Padang, Indonesia",earthquake,7.7,5.5,0.059,92,reviewed,us,us
2020-08-04T23:47:05.640Z,35.8505,-117.6956667,9.88,-0.01,ml,4,193,0.07011,0.13,ci,ci37451845,2020-08-05T18:11:09.053Z,"21km ESE of Little Lake, CA",earthquake,0.67,1.24,0.018,1,reviewed,ci,ci
2020-08-04T23:46:57.750Z,35.9165,-117.6855,3.85,-0.28,ml,6,120,0.04236,0.14,ci,ci39330783,2020-08-05T18:08:51.135Z,"20km E of Little Lake, CA",earthquake,0.51,1.1,0.105,1,reviewed,ci,ci
2020-08-04T23:45:45.910Z,19.21933365,-155.4225006,31.43000031,1.83000004,md,24,150,,0.159999996,hv,hv72075576,2020-08-04T23:48:55.810Z,"6 km ENE of Pāhala, Hawaii",earthquake,0.96,1.07000005,0.280000001,5,automatic,hv,hv
2020-08-04T23:40:49.928Z,59.7155,-151.9553,62.9,1.3,ml,,,,0.26,ak,ak0209z9jyms,2020-08-19T20:59:48.466Z,"9 km SW of Anchor Point, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-08-04T23:37:03.240Z,38.1833,-117.9005,3.2,1.3,ml,10,109.73,0.008,0.11,nn,nn00765689,2020-08-05T00:38:09.415Z,"29 km SE of Mina, Nevada",earthquake,,1.8,,,automatic,nn,nn
2020-08-04T23:33:04.880Z,38.8131676,-122.8293304,2.19,0.56,md,12,79,0.004295,0.03,nc,nc73438366,2020-08-04T23:39:04.039Z,"8km WNW of The Geysers, CA",earthquake,0.4,0.67,,1,automatic,nc,nc
2020-08-04T23:32:48.266Z,44.3673,-115.2184,12.03,3.2,ml,,63,0.299,0.35,us,us6000b9g2,2020-08-20T20:56:32.824Z,"27 km NW of Stanley, Idaho",earthquake,2.1,9.5,0.037,96,reviewed,us,us
2020-08-04T23:31:59.000Z,39.8441667,-111.8555,3.39,1.72,ml,21,74,0.0664,0.17,uu,uu60404837,2020-08-05T15:45:50.770Z,"3 km N of Mona, Utah",earthquake,0.55,0.62,0.107,10,reviewed,uu,uu
2020-08-04T23:27:54.290Z,35.9201667,-117.6868333,8.09,0.83,ml,16,68,0.04051,0.07,ci,ci39330751,2020-08-06T00:16:47.909Z,"20km E of Little Lake, CA",earthquake,0.14,0.36,0.181,9,reviewed,ci,ci
2020-08-04T23:24:16.054Z,63.2349,-144.1789,18.4,0.7,ml,,,,0.45,ak,ak0209z9gfj7,2020-08-19T20:59:47.981Z,"40 km NNW of Mentasta Lake, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-08-04T23:22:37.250Z,35.63,-117.3501667,1.63,0.54,ml,3,194,0.1011,0.13,ci,ci39330743,2020-08-06T19:36:37.803Z,"15km S of Trona, CA",earthquake,1.34,1.48,,1,reviewed,ci,ci
2020-08-04T23:22:27.777Z,-5.6764,130.7815,74.89,4.6,mb,,111,2.348,1.01,us,us6000b9g0,2020-08-12T04:43:53.040Z,"218 km W of Tual, Indonesia",earthquake,9.5,7.3,0.102,29,reviewed,us,us
2020-08-04T23:22:23.040Z,38.8036667,-122.7791667,1.91,1.35,md,46,45,0.009651,0.03,nc,nc73438361,2020-08-05T19:30:05.153Z,"4km NW of The Geysers, CA",earthquake,0.15,0.24,0.197,11,reviewed,nc,nc
2020-08-04T23:21:37.970Z,38.138,-118.093,0.1,0.9,ml,8,214.94,0.115,0.09,nn,nn00765688,2020-08-04T23:38:27.693Z,"28 km S of Mina, Nevada",earthquake,,10,,,automatic,nn,nn
2020-08-04T23:18:43.200Z,38.8311667,-122.7516667,0.57,1.46,md,42,74,0.008706,0.05,nc,nc73438356,2020-08-05T22:36:01.354Z,"3km WNW of Cobb, CA",earthquake,0.13,0.2,0.211,10,reviewed,nc,nc
2020-08-04T23:10:45.650Z,33.8705,-116.9711667,14.28,0.87,ml,23,63,0.1597,0.11,ci,ci39330719,2020-08-06T00:14:39.788Z,"7km S of Beaumont, CA",earthquake,0.18,0.68,0.136,14,reviewed,ci,ci
2020-08-04T23:08:10.170Z,60.9809,-151.27,64.3,2.1,ml,,,,0.69,ak,ak0209z9d0hi,2020-08-19T20:58:06.303Z,"12 km SW of Tyonek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-08-04T23:08:02.100Z,35.7486667,-117.5568333,9.56,0.8,ml,22,62,0.1311,0.17,ci,ci39330727,2020-08-05T18:00:37.050Z,"14km W of Searles Valley, CA",earthquake,0.24,1.21,0.123,9,reviewed,ci,ci
2020-08-04T23:04:02.395Z,64.9702,-147.3797,0,1.2,ml,,,,0.3,ak,ak0209z9c55j,2020-08-19T20:58:05.762Z,"11 km E of Fox, Alaska",explosion,,0,,,reviewed,ak,ak
2020-08-04T23:01:13.700Z,33.3463333,-117.1401667,-0.31,0.98,ml,24,83,0.0637,0.24,ci,ci39330703,2020-08-06T00:10:51.859Z,"6km WSW of Pala, CA",quarry blast,0.47,31.61,0.089,14,reviewed,ci,ci
2020-08-04T23:00:41.190Z,19.33950043,-155.1433258,4.820000172,1.86000001,md,33,109,,0.200000003,hv,hv72075506,2020-08-04T23:03:55.820Z,"13 km S of Fern Forest, Hawaii",earthquake,0.5,1.23000002,0.360000014,17,automatic,hv,hv
2020-08-04T23:00:30.015Z,60.2393,-152.637,110.9,1.8,ml,,,,0.38,ak,ak0209z9bcck,2020-08-19T20:58:05.127Z,"57 km WNW of Ninilchik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-08-04T22:59:31.045Z,57.9301,-156.2046,124.6,1.6,ml,,,,0.41,ak,ak0209z92k40,2020-08-19T20:58:07.047Z,"76 km ESE of Egegik, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-08-04T22:58:23.613Z,16.7645,121.0672,10,4.3,mb,,143,6.022,0.51,us,us6000bbyp,2020-08-12T04:41:00.040Z,"4 km WSW of Baguinge, Philippines",earthquake,6.7,1.9,0.16,11,reviewed,us,us
2020-08-04T22:57:15.589Z,36.417,-97.287,6,1.03,ml,24,78,0.161968216,0.29,ok,ok2020pgkc,2020-08-05T19:56:59.115Z,"10 km WSW of Red Rock, Oklahoma",earthquake,,1,0.31,5,reviewed,ok,ok
2020-08-04T22:52:04.460Z,38.8193321,-122.8416672,2.37,0.33,md,14,116,0.0143,0.02,nc,nc73438351,2020-08-04T23:25:03.161Z,"9km WNW of The Geysers, CA",earthquake,0.29,0.68,0.25,2,automatic,nc,nc
2020-08-04T22:50:15.389Z,54.6803,-161.3403,26.2,1.6,ml,,,,0.47,ak,ak0209z90lg4,2020-08-19T20:58:04.468Z,"75 km SE of King Cove, Alaska",earthquake,,11.7,,,reviewed,ak,ak
2020-08-04T22:49:58.632Z,60.1678,-151.1436,65,2.4,ml,,,,0.64,ak,ak0209z90h2b,2020-08-20T20:54:58.040Z,"15 km ESE of Clam Gulch, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-08-04T22:48:03.398Z,60.8045,-150.1875,39.6,1.8,ml,,,,0.44,ak,ak0209z9052d,2020-08-19T20:58:03.087Z,"30 km ESE of Point Possession, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-08-04T22:45:25.720Z,35.6128333,-117.4476667,7.45,0.43,ml,9,146,0.02882,0.12,ci,ci39330695,2020-08-05T17:29:45.530Z,"18km SSW of Searles Valley, CA",earthquake,0.36,0.52,0.045,2,reviewed,ci,ci
2020-08-04T22:43:49.580Z,46.36166667,-122.793,-0.26,1.65,ml,21,72,0.09801,0.38,uw,uw61665876,2020-08-06T00:13:20.740Z,"9 km SSE of Toledo, Washington",explosion,0.73,31.61,0.141809637,15,reviewed,uw,uw
2020-08-04T22:39:25.360Z,19.43683333,-155.2318333,27.92,2.09,md,56,109,,0.1,hv,hv72075707,2020-08-06T21:34:53.040Z,"0 km SSE of Volcano, Hawaii",earthquake,0.49,0.34,0.158630122,25,reviewed,hv,hv
2020-08-04T22:38:32.600Z,38.204,-117.8462,5.6,0.6,ml,10,118.63,0.015,0.12,nn,nn00765685,2020-08-04T23:23:49.420Z,"30 km SE of Mina, Nevada",earthquake,,2,,,automatic,nn,nn
2020-08-04T22:38:26.970Z,52.071,-176.146,2.06,0.09,ml,4,161,,0.08,av,av91001678,2020-08-06T02:48:42.320Z,"40 km ENE of Adak, Alaska",earthquake,0.57,0.7,0.245425447,4,reviewed,av,av
2020-08-04T22:37:15.139Z,61.3961,-150.0238,37.6,2.5,ml,,,,0.49,ak,ak0209z8xt21,2020-08-20T20:53:50.410Z,"4 km NNW of Point MacKenzie, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-08-04T22:24:23.243Z,62.7413,-143.2328,8.7,0.7,ml,,,,0.24,ak,ak0209z8v148,2020-08-19T20:56:49.118Z,"33 km SE of Mentasta Lake, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-08-04T22:21:12.732Z,61.1614,-149.4463,28.6,1.4,ml,,,,0.41,ak,ak0209z8udfj,2020-08-19T20:56:48.548Z,"14 km SE of Elmendorf Air Force Base, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-08-04T22:18:57.610Z,38.0287,-118.0878,5.4,1.4,ml,11,145.64,0.055,0.18,nn,nn00765682,2020-08-04T22:40:11.789Z,"40 km N of Dyer, Nevada",earthquake,,10.5,,,automatic,nn,nn
2020-08-04T22:14:39.590Z,35.8936667,-117.69,4.8,0.58,ml,14,85,0.06295,0.07,ci,ci39330671,2020-08-06T00:07:46.644Z,"20km ESE of Little Lake, CA",earthquake,0.16,0.26,0.159,5,reviewed,ci,ci
2020-08-04T22:12:06.940Z,35.6106667,-117.4093333,9.03,1.03,ml,23,136,0.04937,0.1,ci,ci39330663,2020-08-06T00:05:28.721Z,"17km S of Trona, CA",earthquake,0.24,0.46,0.156,10,reviewed,ci,ci
2020-08-04T22:11:23.734Z,54.7193,-158.8801,19.2,2.1,ml,,,,0.45,ak,ak0209z8s96d,2020-08-19T20:56:50.204Z,"124 km SE of Sand Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-08-04T22:06:58.460Z,36.1116667,-117.8705,3.93,0.77,ml,12,225,0.01397,0.09,ci,ci39330655,2020-08-05T17:21:51.405Z,"10km NE of Coso Junction, CA",earthquake,0.35,0.26,0.142,3,reviewed,ci,ci
2020-08-04T22:06:20.010Z,38.7433319,-122.6916656,0.29,0.77,md,8,148,0.02551,0.02,nc,nc73438346,2020-08-04T22:50:35.764Z,"4km S of Anderson Springs, CA",earthquake,0.49,1.15,0.15,4,automatic,nc,nc
2020-08-04T22:03:32.949Z,54.729,-161.1765,25.6,1.3,ml,,,,0.21,ak,ak0209z8qk5q,2020-08-19T20:56:49.606Z,"80 km SSW of Sand Point, Alaska",earthquake,,5.6,,,reviewed,ak,ak
2020-08-04T21:59:52.182Z,8.752,122.9611,10,4.4,mb,,129,3.085,0.56,us,us6000bbyn,2020-08-12T04:27:09.040Z,"28 km NNW of Manukan, Philippines",earthquake,9.6,1.9,0.144,14,reviewed,us,us
2020-08-04T21:58:15.681Z,62.733,-143.2736,5.4,2.2,ml,,,,0.6,ak,ak0209z8gvkx,2020-08-19T20:56:47.976Z,"32 km SE of Mentasta Lake, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-08-04T21:52:38.530Z,37.5905,-121.9896667,3.07,1.56,md,25,70,0.02648,0.05,nc,nc73438336,2020-08-05T02:24:01.306Z,"3km ESE of Union City, CA",earthquake,0.21,0.33,0.06,26,reviewed,nc,nc
2020-08-04T21:42:46.420Z,33.9351667,-115.9898333,1.68,1.66,ml,40,49,0.06564,0.16,ci,ci39330615,2020-08-04T22:37:03.890Z,"24km SSE of Twentynine Palms, CA",earthquake,0.18,0.34,0.137,51,reviewed,ci,ci
2020-08-04T21:40:13.450Z,38.8089981,-122.7928314,2.55,1.02,md,22,42,0.002188,0.03,nc,nc73438326,2020-08-04T21:49:03.853Z,"5km NW of The Geysers, CA",earthquake,0.24,0.42,0.11,4,automatic,nc,nc
2020-08-04T21:38:31.380Z,36.7658,-115.8687,9.3,0.6,ml,10,233.95,0.077,0.08,nn,nn00765678,2020-08-04T21:50:49.529Z,"28 km NW of Indian Springs, Nevada",earthquake,,1.8,,,automatic,nn,nn
2020-08-04T21:28:37.230Z,36.3428333,-120.3443333,7.06,2.97,ml,59,110,0.3288,0.15,nc,nc73438321,2020-08-06T21:32:16.040Z,"18km S of Cantua Creek, CA",earthquake,0.27,1.44,0.215,49,reviewed,nc,nc
2020-08-04T21:26:36.590Z,38.1973,-117.9005,6.3,1,ml,8,81.89,0.033,0.06,nn,nn00765674,2020-08-04T21:30:28.645Z,"28 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-08-04T21:24:27.750Z,35.8628333,-117.6798333,8.52,0.4,ml,12,106,0.0878,0.15,ci,ci39330591,2020-08-05T17:25:55.456Z,"22km ESE of Little Lake, CA",earthquake,0.32,0.76,0.045,4,reviewed,ci,ci
2020-08-04T21:23:13.760Z,18.003,-66.7921,16,2.43,md,18,151,0.0915,0.22,pr,pr2020217013,2020-08-13T09:24:14.739Z,"1 km S of Guayanilla, Puerto Rico",earthquake,0.46,0.69,0.34,15,reviewed,pr,pr
2020-08-04T21:21:37.600Z,38.1655,-117.993,0,1,ml,9,110.26,0.029,0.1,nn,nn00765673,2020-08-04T21:28:29.076Z,"26 km SSE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-08-04T21:18:34.060Z,38.814,-122.8226667,2.48,0.14,md,26,54,0.007221,0.02,nc,nc73438316,2020-08-05T18:54:03.682Z,"7km NW of The Geysers, CA",earthquake,0.14,0.29,0.398,3,reviewed,nc,nc
2020-08-04T21:14:32.630Z,19.41500092,-155.2779999,0.970000029,1.91999996,md,19,54,,0.039999999,hv,hv72075552,2020-08-04T21:17:20.710Z,"5 km WSW of Volcano, Hawaii",earthquake,0.17,0.200000003,0.899999976,19,automatic,hv,hv
2020-08-04T21:11:21.970Z,35.8585,-117.6835,7.8,1.2,ml,22,101,0.0828,0.1,ci,ci39330567,2020-08-06T00:01:24.130Z,"22km ESE of Little Lake, CA",earthquake,0.16,0.46,0.153,15,reviewed,ci,ci
2020-08-04T21:07:49.960Z,35.8853,-115.2342,11.8,1.8,ml,9,310.41,1.017,0.24,nn,nn00765672,2020-08-04T21:21:29.117Z,"15 km S of Enterprise, Nevada",earthquake,,4.7,,,automatic,nn,nn
2020-08-04T21:02:07.090Z,35.7971667,-117.615,3.76,0.81,ml,16,73,0.1224,0.14,ci,ci39330559,2020-08-05T17:20:35.376Z,"19km W of Searles Valley, CA",earthquake,0.22,0.73,0.132,10,reviewed,ci,ci
2020-08-04T20:59:14.910Z,33.9366667,-115.99,1.64,1.67,ml,55,55,0.06413,0.14,ci,ci39330535,2020-08-05T23:57:51.200Z,"24km SSE of Twentynine Palms, CA",earthquake,0.14,0.25,0.158,28,reviewed,ci,ci
2020-08-04T20:56:11.020Z,38.1702,-117.9008,11.2,0.6,ml,8,117.98,0.022,0.03,nn,nn00765671,2020-08-04T21:09:28.069Z,"30 km SE of Mina, Nevada",earthquake,,3.8,,,automatic,nn,nn
2020-08-04T20:51:23.640Z,35.735,-118.5915,11.88,1.45,ml,23,112,0.02785,0.19,ci,ci39330495,2020-08-05T16:55:55.400Z,"13km WNW of Wofford Heights, CA",earthquake,0.35,0.59,0.189,14,reviewed,ci,ci
2020-08-04T20:50:54.520Z,38.1662,-117.8925,10.4,1.1,ml,11,70.14,0.012,0.09,nn,nn00765670,2020-08-04T20:57:49.901Z,"31 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-08-04T20:45:19.748Z,63.0301,-148.7848,57.9,1.3,ml,,,,1.03,ak,ak0209z7snzo,2020-08-04T21:00:52.515Z,"41 km SSE of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-08-04T20:38:56.300Z,33.7265,-116.7586667,17.14,0.65,ml,21,111,0.04012,0.09,ci,ci39330479,2020-08-05T23:48:12.249Z,"4km WSW of Idyllwild, CA",earthquake,0.25,0.3,0.094,14,reviewed,ci,ci
2020-08-04T20:38:52.830Z,36.4716667,-89.496,6.96,1.9,md,27,49,0.06306,0.08,nm,nm60323866,2020-08-05T18:23:53.930Z,"10 km NNW of Tiptonville, Tennessee",earthquake,0.61,1.14,0.104,23,reviewed,nm,nm
2020-08-04T20:38:47.302Z,66.3368,-157.3543,0,1,ml,,,,1.05,ak,ak0209z7r841,2020-08-04T20:56:41.033Z,"62 km S of Shungnak, Alaska",earthquake,,0.4,,,automatic,ak,ak
